cash_transaction_id,user_id,transaction_date,transaction_type,amount,transaction_status
C7463,U1327,2026-06-27,Bank Deposit,500,Approved
C7464,U1327,2026-06-22,Bank Deposit,7500,Approved
C7465,U1328,2026-06-24,Bank Deposit,15000,Approved
C7466,U1328,2026-07-11,Bank Deposit,15000,Canceled
C7467,U1329,2026-05-07,Bank Deposit,2500,Approved
C7468,U1329,2026-06-28,Bank Deposit,7500,Approved
C7469,U1332,2026-07-05,Bank Deposit,5000,Approved
C7470,U1332,2026-06-29,Bank Deposit,500,Approved
C7471,U1332,2026-06-23,Bank Deposit,7500,Approved
C7472,U1333,2026-05-26,Bank Deposit,2500,Approved
C7473,U1333,2026-07-08,Bank Deposit,5000,Canceled
C7474,U1335,2026-06-29,Bank Deposit,500,Approved
C7475,U1336,2026-06-11,Bank Deposit,5000,Approved
C7476,U1338,2026-05-23,Bank Deposit,5000,Approved
C7477,U1343,2026-07-10,Bank Deposit,40000,Approved
C7478,U1343,2026-05-29,Bank Deposit,250000,Approved
C7479,U1343,2026-05-22,Bank Deposit,40000,Approved
C7480,U1349,2026-07-10,Bank Deposit,7500,Approved
C7481,U1349,2026-06-19,Bank Deposit,7500,Approved
C7482,U1349,2026-07-06,Bank Deposit,40000,Approved
C7483,U1349,2026-06-27,Bank Deposit,40000,Canceled
C7484,U1350,2026-05-20,Bank Deposit,5000,Approved
C7485,U1350,2026-07-12,Bank Deposit,5000,Approved
C7486,U1350,2026-04-27,Bank Deposit,25000,Approved
C7487,U1352,2026-07-15,Bank Deposit,150000,Canceled
C7488,U1352,2026-06-14,Bank Deposit,150000,Canceled
C7489,U1352,2026-04-25,Bank Deposit,100000,Approved
C7490,U1352,2026-06-15,Bank Deposit,250000,Approved
C7491,U1352,2026-06-29,Bank Deposit,75000,Approved
C7492,U1354,2026-06-24,Bank Deposit,1000,Approved
C7493,U1354,2026-07-15,Bank Deposit,1000,Canceled
C7494,U1354,2026-05-25,Bank Deposit,5000,Approved
C7495,U1355,2026-07-13,Bank Deposit,7500,Approved
C7496,U1355,2026-07-13,Bank Deposit,500,Canceled
C7497,U1358,2026-05-06,Bank Deposit,250000,Approved
C7498,U1358,2026-06-11,Bank Deposit,25000,Approved
C7499,U1358,2026-04-27,Bank Deposit,25000,Approved
C7500,U1358,2026-04-13,Bank Deposit,25000,Approved
C7501,U1358,2026-05-30,Bank Deposit,25000,Canceled
C7502,U1358,2026-07-03,Bank Deposit,75000,Approved
C7503,U1362,2026-07-10,Bank Deposit,40000,Approved
C7504,U1363,2026-07-12,Bank Deposit,100000,Approved
C7505,U1363,2026-06-17,Bank Deposit,100000,Canceled
C7506,U1363,2026-06-21,Bank Deposit,25000,Canceled
C7507,U1363,2026-06-16,Bank Deposit,100000,Approved
C7508,U1364,2026-05-13,Bank Deposit,500,Approved
C7509,U1365,2026-06-12,Bank Deposit,500,Approved
C7510,U1365,2026-05-23,Bank Deposit,1000,Approved
C7511,U1366,2026-06-13,Bank Deposit,500,Approved
C7512,U1366,2026-06-12,Bank Deposit,2500,Approved
C7513,U1366,2026-07-15,Bank Deposit,2500,Approved
C7514,U1367,2026-04-11,Bank Deposit,25000,Approved
C7515,U1368,2026-07-11,Bank Deposit,7500,Approved
C7516,U1368,2026-07-14,Bank Deposit,25000,Approved
C7517,U1368,2026-06-16,Bank Deposit,7500,Approved
C7518,U1369,2026-07-11,Bank Deposit,5000,Approved
C7519,U1369,2026-07-12,Bank Deposit,500,Approved
C7520,U1370,2026-06-30,Bank Deposit,15000,Approved
C7521,U1370,2026-05-20,Bank Deposit,40000,Canceled
C7522,U1370,2026-06-06,Bank Deposit,7500,Approved
C7523,U1370,2026-05-12,Bank Deposit,40000,Approved
C7524,U1370,2026-05-29,Bank Deposit,40000,Approved
C7525,U1371,2026-06-25,Bank Deposit,7500,Canceled
C7526,U1371,2026-07-06,Bank Deposit,7500,Approved
C7527,U1371,2026-06-12,Bank Deposit,5000,Approved
C7528,U1372,2026-05-27,Bank Deposit,7500,Approved
C7529,U1372,2026-05-19,Bank Deposit,500,Approved
C7530,U1372,2026-06-18,Bank Deposit,2500,Approved
C7531,U1374,2026-07-12,Bank Deposit,40000,Approved
C7532,U1374,2026-06-19,Bank Deposit,150000,Approved
C7533,U1374,2026-07-01,Bank Deposit,250000,Canceled
C7534,U1377,2026-06-25,Bank Deposit,5000,Approved
C7535,U1377,2026-06-24,Bank Deposit,40000,Approved
C7536,U1377,2026-07-11,Bank Deposit,10000,Approved
C7537,U1377,2026-07-10,Bank Deposit,7500,Approved
C7538,U1378,2026-07-02,Bank Deposit,5000,Approved
C7539,U1378,2026-07-09,Bank Deposit,7500,Approved
C7540,U1379,2026-07-11,Bank Deposit,5000,Approved
C7541,U1379,2026-07-14,Bank Deposit,5000,Approved
C7542,U1379,2026-07-09,Bank Deposit,40000,Approved
C7543,U1379,2026-07-11,Bank Deposit,5000,Approved
C7544,U1379,2026-07-08,Bank Deposit,10000,Approved
C7545,U1380,2026-06-07,Bank Deposit,2500,Approved
C7546,U1380,2026-06-17,Bank Deposit,2500,Approved
C7547,U1380,2026-06-16,Bank Deposit,7500,Approved
C7548,U1382,2026-06-17,Bank Deposit,40000,Approved
C7549,U1384,2026-05-18,Bank Deposit,2500,Approved
C7550,U1386,2026-07-07,Bank Deposit,40000,Canceled
C7551,U1386,2026-06-24,Bank Deposit,5000,Approved
C7552,U1386,2026-06-09,Bank Deposit,15000,Canceled
C7553,U1388,2026-06-27,Bank Deposit,25000,Approved
C7554,U1388,2026-06-21,Bank Deposit,40000,Approved
C7555,U1388,2026-07-14,Bank Deposit,15000,Approved
C7556,U1391,2026-06-17,Bank Deposit,7500,Approved
C7557,U1391,2026-07-15,Bank Deposit,500,Approved
C7558,U1393,2026-07-13,Bank Deposit,2500,Canceled
C7559,U1393,2026-06-26,Bank Deposit,5000,Approved
C7560,U1400,2026-05-02,Bank Deposit,500,Approved
C7561,U1403,2026-07-12,Bank Deposit,40000,Canceled
C7562,U1403,2026-07-15,Bank Deposit,150000,Approved
C7563,U1403,2026-07-15,Bank Deposit,150000,Approved
C7564,U1403,2026-07-11,Bank Deposit,40000,Approved
C7565,U1404,2026-06-18,Bank Deposit,1000,Approved
C7566,U1405,2026-07-03,Bank Deposit,1000,Canceled
C7567,U1405,2026-06-29,Bank Deposit,500,Approved
C7568,U1406,2026-07-11,Bank Deposit,40000,Approved
C7569,U1407,2026-07-15,Bank Deposit,500,Approved
C7570,U1407,2026-07-15,Bank Deposit,2500,Approved
C7571,U1408,2026-05-29,Bank Deposit,500,Approved
C7572,U1410,2026-07-07,Bank Deposit,250000,Canceled
C7573,U1410,2026-07-03,Bank Deposit,100000,Approved
C7574,U1411,2026-05-21,Bank Deposit,7500,Approved
C7575,U1411,2026-04-24,Bank Deposit,2500,Canceled
C7576,U1411,2026-06-28,Bank Deposit,500,Canceled
C7577,U1414,2026-05-22,Bank Deposit,25000,Approved
C7578,U1414,2026-06-04,Bank Deposit,10000,Approved
C7579,U1415,2026-07-12,Bank Deposit,7500,Approved
C7580,U1416,2026-07-14,Bank Deposit,40000,Approved
C7581,U1416,2026-06-28,Bank Deposit,75000,Approved
C7582,U1417,2026-06-02,Bank Deposit,7500,Approved
C7583,U1419,2026-07-06,Bank Deposit,7500,Approved
C7584,U1419,2026-06-16,Bank Deposit,7500,Approved
C7585,U1421,2026-04-13,Bank Deposit,7500,Approved
C7586,U1421,2026-06-08,Bank Deposit,1000,Canceled
C7587,U1421,2026-05-12,Bank Deposit,500,Approved
C7588,U1425,2026-06-25,Bank Deposit,10000,Approved
C7589,U1426,2026-05-26,Bank Deposit,2500,Approved
C7590,U1426,2026-07-14,Bank Deposit,500,Approved
C7591,U1426,2026-06-28,Bank Deposit,5000,Approved
C7592,U1427,2026-07-01,Bank Deposit,1000,Approved
C7593,U1427,2026-07-12,Bank Deposit,2500,Approved
C7594,U1429,2026-05-21,Bank Deposit,40000,Approved
C7595,U1429,2026-07-03,Bank Deposit,25000,Approved
C7596,U1429,2026-06-18,Bank Deposit,25000,Approved
C7597,U1429,2026-05-25,Bank Deposit,5000,Approved
C7598,U1430,2026-07-12,Bank Deposit,5000,Approved
C7599,U1430,2026-07-05,Bank Deposit,10000,Approved
C7600,U1430,2026-07-13,Bank Deposit,5000,Approved
C7601,U1430,2026-06-30,Bank Deposit,25000,Approved
C7602,U1431,2026-06-14,Bank Deposit,15000,Approved
C7603,U1431,2026-05-21,Bank Deposit,5000,Approved
C7604,U1431,2026-04-29,Bank Deposit,5000,Approved
C7605,U1431,2026-05-08,Bank Deposit,40000,Approved
C7606,U1434,2026-04-10,Bank Deposit,40000,Approved
C7607,U1434,2026-05-15,Bank Deposit,25000,Canceled
C7608,U1434,2026-05-03,Bank Deposit,250000,Approved
C7609,U1434,2026-05-18,Bank Deposit,150000,Canceled
C7610,U1434,2026-06-14,Bank Deposit,150000,Approved
C7611,U1435,2026-06-25,Bank Deposit,500,Approved
C7612,U1435,2026-07-10,Bank Deposit,7500,Approved
C7613,U1435,2026-06-13,Bank Deposit,2500,Approved
C7614,U1436,2026-04-29,Bank Deposit,7500,Approved
C7615,U1436,2026-05-08,Bank Deposit,1000,Approved
C7616,U1437,2026-06-28,Bank Deposit,40000,Approved
C7617,U1437,2026-07-08,Bank Deposit,75000,Canceled
C7618,U1437,2026-06-28,Bank Deposit,250000,Canceled
C7619,U1438,2026-06-21,Bank Deposit,2500,Approved
C7620,U1439,2026-06-13,Bank Deposit,7500,Approved
C7621,U1440,2026-06-28,Bank Deposit,2500,Approved
C7622,U1440,2026-06-23,Bank Deposit,1000,Approved
C7623,U1440,2026-06-25,Bank Deposit,7500,Approved
C7624,U1441,2026-07-08,Bank Deposit,1000,Approved
C7625,U1443,2026-06-13,Bank Deposit,25000,Approved
C7626,U1443,2026-06-16,Bank Deposit,15000,Approved
C7627,U1443,2026-07-15,Bank Deposit,7500,Approved
C7628,U1445,2026-05-05,Bank Deposit,2500,Approved
C7629,U1447,2026-06-07,Bank Deposit,5000,Approved
C7630,U1447,2026-07-06,Bank Deposit,5000,Approved
C7631,U1447,2026-04-30,Bank Deposit,15000,Approved
C7632,U1447,2026-06-23,Bank Deposit,40000,Approved
C7633,U1449,2026-07-05,Bank Deposit,7500,Approved
C7634,U1449,2026-07-15,Bank Deposit,40000,Approved
C7635,U1449,2026-06-27,Bank Deposit,40000,Approved
C7636,U1449,2026-06-21,Bank Deposit,25000,Approved
C7637,U1450,2026-07-14,Bank Deposit,2500,Approved
C7638,U1451,2026-07-03,Bank Deposit,100000,Approved
C7639,U1451,2026-06-27,Bank Deposit,25000,Approved
C7640,U1451,2026-07-01,Bank Deposit,100000,Approved
C7641,U1451,2026-06-28,Bank Deposit,25000,Approved
C7642,U1451,2026-07-13,Bank Deposit,25000,Canceled
C7643,U1451,2026-07-06,Bank Deposit,25000,Approved
C7644,U1451,2026-07-10,Bank Deposit,75000,Approved
C7645,U1452,2026-07-01,Bank Deposit,500,Approved
C7646,U1452,2026-07-01,Bank Deposit,1000,Approved
C7647,U1452,2026-04-26,Bank Deposit,7500,Approved
C7648,U1453,2026-07-08,Bank Deposit,500,Approved
C7649,U1453,2026-06-26,Bank Deposit,5000,Approved
C7650,U1453,2026-07-03,Bank Deposit,500,Approved
C7651,U1454,2026-06-12,Bank Deposit,7500,Approved
C7652,U1454,2026-07-02,Bank Deposit,500,Approved
C7653,U1457,2026-07-11,Bank Deposit,7500,Approved
C7654,U1458,2026-07-13,Bank Deposit,40000,Approved
C7655,U1460,2026-06-12,Bank Deposit,40000,Approved
C7656,U1461,2026-06-20,Bank Deposit,15000,Canceled
C7657,U1461,2026-06-28,Bank Deposit,7500,Approved
C7658,U1461,2026-06-13,Bank Deposit,10000,Approved
C7659,U1461,2026-06-20,Bank Deposit,25000,Approved
C7660,U1462,2026-06-05,Bank Deposit,7500,Approved
C7661,U1462,2026-07-06,Bank Deposit,2500,Approved
C7662,U1463,2026-07-14,Bank Deposit,1000,Canceled
C7663,U1465,2026-07-07,Bank Deposit,7500,Approved
C7664,U1465,2026-07-11,Bank Deposit,500,Approved
C7665,U1466,2026-06-18,Bank Deposit,500,Approved
C7666,U1466,2026-07-12,Bank Deposit,2500,Approved
C7667,U1466,2026-06-29,Bank Deposit,2500,Approved
C7668,U1469,2026-06-24,Bank Deposit,10000,Approved
C7669,U1469,2026-06-01,Bank Deposit,40000,Approved
C7670,U1470,2026-06-03,Bank Deposit,1000,Approved
C7671,U1470,2026-06-02,Bank Deposit,500,Approved
C7672,U1470,2026-06-19,Bank Deposit,500,Approved
C7673,U1474,2026-05-31,Bank Deposit,5000,Approved
C7674,U1474,2026-06-12,Bank Deposit,1000,Approved
C7675,U1474,2026-05-21,Bank Deposit,7500,Approved
C7676,U1475,2026-07-04,Bank Deposit,25000,Approved
C7677,U1475,2026-05-28,Bank Deposit,75000,Approved
C7678,U1475,2026-06-23,Bank Deposit,150000,Approved
C7679,U1475,2026-06-14,Bank Deposit,25000,Approved
C7680,U1475,2026-07-03,Bank Deposit,40000,Approved
C7681,U1476,2026-07-04,Bank Deposit,500,Canceled
C7682,U1479,2026-05-17,Bank Deposit,7500,Approved
C7683,U1479,2026-05-29,Bank Deposit,40000,Approved
C7684,U1479,2026-05-11,Bank Deposit,25000,Approved
C7685,U1479,2026-05-08,Bank Deposit,25000,Approved
C7686,U1480,2026-06-27,Bank Deposit,150000,Approved
C7687,U1480,2026-06-30,Bank Deposit,40000,Approved
C7688,U1480,2026-06-29,Bank Deposit,250000,Canceled
C7689,U1480,2026-06-27,Bank Deposit,75000,Canceled
C7690,U1480,2026-07-02,Bank Deposit,40000,Canceled
C7691,U1480,2026-07-11,Bank Deposit,250000,Approved
C7692,U1480,2026-07-06,Bank Deposit,75000,Approved
C7693,U1481,2026-06-12,Bank Deposit,5000,Approved
C7694,U1482,2026-04-24,Bank Deposit,7500,Approved
C7695,U1482,2026-05-03,Bank Deposit,5000,Approved
C7696,U1482,2026-06-27,Bank Deposit,5000,Approved
C7697,U1486,2026-06-26,Bank Deposit,100000,Canceled
C7698,U1489,2026-07-10,Bank Deposit,250000,Approved
C7699,U1489,2026-07-14,Bank Deposit,75000,Canceled
C7700,U1489,2026-07-11,Bank Deposit,250000,Approved
C7701,U1489,2026-07-10,Bank Deposit,100000,Approved
C7702,U1492,2026-07-10,Bank Deposit,7500,Approved
C7703,U1492,2026-07-12,Bank Deposit,1000,Approved
C7704,U1494,2026-07-10,Bank Deposit,7500,Approved
C7705,U1494,2026-07-12,Bank Deposit,7500,Approved
C7706,U1495,2026-06-30,Bank Deposit,7500,Approved
C7707,U1495,2026-05-31,Bank Deposit,1000,Approved
C7708,U1496,2026-07-13,Bank Deposit,10000,Approved
C7709,U1497,2026-07-12,Bank Deposit,5000,Approved
C7710,U1497,2026-07-12,Bank Deposit,15000,Approved
C7711,U1497,2026-07-11,Bank Deposit,25000,Approved
C7712,U1497,2026-07-09,Bank Deposit,7500,Approved
C7713,U1500,2026-06-17,Bank Deposit,15000,Approved
C7714,U1500,2026-06-28,Bank Deposit,10000,Approved
C7715,U1500,2026-06-15,Bank Deposit,10000,Approved
C7716,U1500,2026-07-01,Bank Deposit,40000,Canceled
C7717,U1500,2026-07-04,Bank Deposit,7500,Approved
C7718,U1501,2026-05-24,Bank Deposit,1000,Approved
C7719,U1503,2026-06-29,Bank Deposit,1000,Approved
C7720,U1503,2026-06-21,Bank Deposit,500,Approved
C7721,U1503,2026-06-23,Bank Deposit,1000,Approved
C7722,U1504,2026-06-03,Bank Deposit,25000,Approved
C7723,U1504,2026-06-26,Bank Deposit,100000,Approved
C7724,U1505,2026-05-16,Bank Deposit,1000,Approved
C7725,U1506,2026-06-28,Bank Deposit,500,Approved
C7726,U1508,2026-05-23,Bank Deposit,250000,Approved
C7727,U1508,2026-05-09,Bank Deposit,250000,Approved
C7728,U1508,2026-07-14,Bank Deposit,75000,Canceled
C7729,U1508,2026-05-04,Bank Deposit,75000,Approved
C7730,U1508,2026-04-27,Bank Deposit,150000,Canceled
C7731,U1509,2026-07-13,Bank Deposit,75000,Approved
C7732,U1509,2026-07-12,Bank Deposit,75000,Approved
C7733,U1509,2026-07-12,Bank Deposit,40000,Approved
C7734,U1509,2026-07-15,Bank Deposit,150000,Approved
C7735,U1509,2026-07-15,Bank Deposit,150000,Approved
C7736,U1509,2026-07-15,Bank Deposit,75000,Approved
C7737,U1511,2026-05-17,Bank Deposit,15000,Approved
C7738,U1511,2026-05-20,Bank Deposit,7500,Canceled
C7739,U1511,2026-06-18,Bank Deposit,25000,Approved
C7740,U1511,2026-07-12,Bank Deposit,10000,Approved
C7741,U1511,2026-07-03,Bank Deposit,25000,Approved
C7742,U1512,2026-07-15,Bank Deposit,40000,Approved
C7743,U1515,2026-06-13,Bank Deposit,25000,Approved
C7744,U1515,2026-06-15,Bank Deposit,10000,Approved
C7745,U1515,2026-06-28,Bank Deposit,25000,Approved
C7746,U1515,2026-04-02,Bank Deposit,25000,Approved
C7747,U1515,2026-06-09,Bank Deposit,5000,Approved
C7748,U1518,2026-07-08,Bank Deposit,25000,Approved
C7749,U1518,2026-06-25,Bank Deposit,25000,Approved
C7750,U1521,2026-05-02,Bank Deposit,250000,Approved
C7751,U1521,2026-06-11,Bank Deposit,75000,Approved
C7752,U1521,2026-06-22,Bank Deposit,250000,Approved
C7753,U1521,2026-04-25,Bank Deposit,75000,Approved
C7754,U1521,2026-07-01,Bank Deposit,75000,Approved
C7755,U1521,2026-04-03,Bank Deposit,100000,Approved
C7756,U1521,2026-04-17,Bank Deposit,25000,Approved
C7757,U1522,2026-07-01,Bank Deposit,500,Approved
C7758,U1523,2026-06-19,Bank Deposit,500,Approved
C7759,U1523,2026-06-06,Bank Deposit,1000,Approved
C7760,U1523,2026-07-01,Bank Deposit,2500,Approved
C7761,U1525,2026-07-03,Bank Deposit,2500,Approved
C7762,U1525,2026-07-08,Bank Deposit,500,Approved
C7763,U1526,2026-07-10,Bank Deposit,7500,Approved
C7764,U1529,2026-07-11,Bank Deposit,10000,Approved
C7765,U1529,2026-07-12,Bank Deposit,15000,Approved
C7766,U1533,2026-06-10,Bank Deposit,1000,Approved
C7767,U1537,2026-06-26,Bank Deposit,7500,Approved
C7768,U1537,2026-05-09,Bank Deposit,1000,Approved
C7769,U1537,2026-06-25,Bank Deposit,1000,Approved
C7770,U1538,2026-04-28,Bank Deposit,5000,Approved
C7771,U1539,2026-06-10,Bank Deposit,40000,Approved
C7772,U1539,2026-06-23,Bank Deposit,40000,Approved
C7773,U1540,2026-06-30,Bank Deposit,7500,Approved
C7774,U1541,2026-06-21,Bank Deposit,25000,Approved
C7775,U1541,2026-07-14,Bank Deposit,100000,Approved
C7776,U1541,2026-07-15,Bank Deposit,75000,Approved
C7777,U1541,2026-06-18,Bank Deposit,150000,Approved
C7778,U1541,2026-05-27,Bank Deposit,250000,Approved
C7779,U1541,2026-07-10,Bank Deposit,25000,Canceled
C7780,U1548,2026-07-06,Bank Deposit,5000,Approved
C7781,U1550,2026-06-03,Bank Deposit,7500,Approved
C7782,U1550,2026-05-11,Bank Deposit,7500,Approved
C7783,U1550,2026-06-25,Bank Deposit,5000,Approved
C7784,U1550,2026-06-03,Bank Deposit,7500,Approved
C7785,U1552,2026-06-20,Bank Deposit,40000,Canceled
C7786,U1553,2026-07-13,Bank Deposit,1000,Approved
C7787,U1553,2026-07-13,Bank Deposit,2500,Approved
C7788,U1553,2026-07-10,Bank Deposit,1000,Approved
C7789,U1554,2026-07-07,Bank Deposit,2500,Approved
C7790,U1554,2026-07-08,Bank Deposit,2500,Approved
C7791,U1555,2026-05-16,Bank Deposit,2500,Approved
C7792,U1558,2026-06-19,Bank Deposit,15000,Approved
C7793,U1558,2026-06-14,Bank Deposit,10000,Approved
C7794,U1561,2026-06-10,Bank Deposit,1000,Approved
C7795,U1561,2026-06-08,Bank Deposit,7500,Approved
C7796,U1561,2026-06-09,Bank Deposit,7500,Canceled
C7797,U1564,2026-06-02,Bank Deposit,40000,Approved
C7798,U1564,2026-05-09,Bank Deposit,150000,Approved
C7799,U1564,2026-06-02,Bank Deposit,75000,Approved
C7800,U1564,2026-07-01,Bank Deposit,75000,Approved
C7801,U1564,2026-06-06,Bank Deposit,250000,Approved
C7802,U1566,2026-05-13,Bank Deposit,10000,Approved
C7803,U1566,2026-04-28,Bank Deposit,7500,Approved
C7804,U1566,2026-06-07,Bank Deposit,15000,Approved
C7805,U1566,2026-06-27,Bank Deposit,40000,Approved
C7806,U1568,2026-07-09,Bank Deposit,25000,Approved
C7807,U1569,2026-06-23,Bank Deposit,40000,Approved
C7808,U1569,2026-05-21,Bank Deposit,10000,Approved
C7809,U1569,2026-05-13,Bank Deposit,40000,Approved
C7810,U1569,2026-05-26,Bank Deposit,25000,Approved
C7811,U1574,2026-06-21,Bank Deposit,7500,Canceled
C7812,U1574,2026-06-24,Bank Deposit,500,Approved
C7813,U1575,2026-07-15,Bank Deposit,2500,Approved
C7814,U1577,2026-07-09,Bank Deposit,7500,Approved
C7815,U1577,2026-07-12,Bank Deposit,5000,Approved
C7816,U1579,2026-05-02,Bank Deposit,5000,Approved
C7817,U1579,2026-06-14,Bank Deposit,15000,Canceled
C7818,U1579,2026-05-10,Bank Deposit,5000,Approved
C7819,U1579,2026-06-09,Bank Deposit,10000,Approved
C7820,U1580,2026-06-23,Bank Deposit,7500,Approved
C7821,U1580,2026-06-23,Bank Deposit,7500,Approved
C7822,U1580,2026-06-26,Bank Deposit,1000,Approved
C7823,U1581,2026-06-05,Bank Deposit,100000,Approved
C7824,U1585,2026-07-13,Bank Deposit,100000,Canceled
C7825,U1585,2026-06-20,Bank Deposit,75000,Approved
C7826,U1585,2026-05-13,Bank Deposit,40000,Approved
C7827,U1586,2026-07-07,Bank Deposit,75000,Approved
C7828,U1586,2026-07-13,Bank Deposit,100000,Approved
C7829,U1587,2026-06-05,Bank Deposit,500,Approved
C7830,U1588,2026-07-09,Bank Deposit,500,Canceled
C7831,U1591,2026-06-16,Bank Deposit,5000,Approved
C7832,U1596,2026-04-25,Bank Deposit,1000,Approved
C7833,U1596,2026-07-05,Bank Deposit,1000,Approved
C7834,U1597,2026-06-22,Bank Deposit,10000,Approved
C7835,U1597,2026-07-07,Bank Deposit,5000,Approved
C7836,U1597,2026-06-23,Bank Deposit,15000,Approved
C7837,U1600,2026-05-10,Bank Deposit,25000,Approved
C7838,U1600,2026-04-30,Bank Deposit,5000,Canceled
C7839,U1600,2026-04-30,Bank Deposit,5000,Approved
C7840,U1600,2026-05-02,Bank Deposit,5000,Approved
C7841,U1601,2026-07-14,Bank Deposit,5000,Approved
C7842,U1601,2026-07-07,Bank Deposit,40000,Approved
C7843,U1601,2026-06-30,Bank Deposit,10000,Approved
C7844,U1602,2026-06-27,Bank Deposit,40000,Canceled
C7845,U1602,2026-04-11,Bank Deposit,25000,Approved
C7846,U1602,2026-05-27,Bank Deposit,5000,Approved
C7847,U1602,2026-06-15,Bank Deposit,5000,Approved
C7848,U1602,2026-05-15,Bank Deposit,40000,Approved
C7849,U1603,2026-07-02,Bank Deposit,25000,Canceled
C7850,U1603,2026-06-28,Bank Deposit,40000,Approved
C7851,U1604,2026-06-24,Bank Deposit,5000,Approved
C7852,U1604,2026-05-25,Bank Deposit,5000,Approved
C7853,U1604,2026-07-04,Bank Deposit,500,Canceled
C7854,U1605,2026-05-30,Bank Deposit,2500,Approved
C7855,U1605,2026-06-17,Bank Deposit,5000,Approved
C7856,U1606,2026-07-04,Bank Deposit,75000,Approved
C7857,U1606,2026-06-13,Bank Deposit,75000,Canceled
C7858,U1606,2026-07-10,Bank Deposit,100000,Approved
C7859,U1609,2026-05-31,Bank Deposit,10000,Canceled
C7860,U1609,2026-06-13,Bank Deposit,7500,Approved
C7861,U1609,2026-07-07,Bank Deposit,25000,Approved
C7862,U1609,2026-05-31,Bank Deposit,7500,Approved
C7863,U1609,2026-06-07,Bank Deposit,10000,Approved
C7864,U1610,2026-07-06,Bank Deposit,1000,Approved
C7865,U1611,2026-07-10,Bank Deposit,15000,Approved
C7866,U1613,2026-07-07,Bank Deposit,7500,Approved
C7867,U1613,2026-06-11,Bank Deposit,500,Canceled
C7868,U1616,2026-06-10,Bank Deposit,7500,Approved
C7869,U1617,2026-05-02,Bank Deposit,15000,Canceled
C7870,U1617,2026-05-14,Bank Deposit,7500,Approved
C7871,U1618,2026-04-25,Bank Deposit,75000,Approved
